Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death Consolidated,Cause of Death,Information Source,Migration Route,UNSD Geographical Grouping,Source Quality,Lat,Long
52285,Sub-Saharan Africa,03/02/2019,2019,Feb,1,,1,,1,,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,6.764231,-5.249555
49259,Caribbean,02/02/2019,2019,Feb,31,,31,18,,,,Drowning,Drowning,Associated Press,,Caribbean,3,26.51068669,-76.93717231
52282,Sub-Saharan Africa,02/02/2019,2019,Feb,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.051544,0.372453
52283,Sub-Saharan Africa,02/02/2019,2019,Feb,6,,6,,1,1,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,17.012219,7.981361
52284,Sub-Saharan Africa,02/02/2019,2019,Feb,13,,13,,1,1,,Vehicle,"Vehicle Accident, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,16.230954,-0.019296
51891,Europe,01/02/2019,2019,Feb,,4,4,8,3,,3,Drowning,Drowning,"Arab News, Ekathimerini",Central America to US,Northern America,3,26.08203415,-98.25865609
51592,US-Mexico Border,01/02/2019,2019,Feb,1,,1,,,1,,Drowning,Presumed drowning,"La Prensa Gráfica, Telemundo Noticias",,Southern Europe,3,40.94335949,26.34670511
52281,Sub-Saharan Africa,01/02/2019,2019,Feb,3,,3,,,3,1,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,10.495701,-5.645127
52279,Sub-Saharan Africa,31/01/2019,2019,Jan,2,,2,,,2,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,11.127705,-4.316257
52280,Sub-Saharan Africa,31/01/2019,2019,Jan,2,,2,,,2,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,11.349313,-5.665146
52278,Sub-Saharan Africa,31/01/2019,2019,Jan,1,,1,,1,,,Medical,"Sickness and lack of access to medicines, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.699137,-8.023181
52277,Sub-Saharan Africa,30/01/2019,2019,Jan,6,,6,,1,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,27.1251894,-98.2224843
52276,Sub-Saharan Africa,30/01/2019,2019,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.050329,-4.667837
51724,US-Mexico Border,30/01/2019,2019,Jan,1,,1,,,,,Unknown,Unknown (skeletal remains),Brooks County Sheriff's Office,,Western Africa,2,9.532575,-7.55468
52275,Sub-Saharan Africa,30/01/2019,2019,Jan,2,,2,,,,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,14.219108,-0.864079
49258,Horn of Africa,29/01/2019,2019,Jan,52,18,70,16,3,2,,Drowning,Presumed drowning,Djibouti Coast Guard (via IOM Djibouti),Horn Africa to Yemen,Eastern Africa,4,11.90358136,43.33210992
51563,US-Mexico Border,29/01/2019,2019,Jan,1,,1,,,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.057499,-111.6660725
51564,US-Mexico Border,29/01/2019,2019,Jan,1,,1,,,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.057499,-111.6660725
51565,US-Mexico Border,29/01/2019,2019,Jan,1,,1,,,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.057499,-111.6660725
49254,Central America,28/01/2019,2019,Jan,1,,1,,,1,,Fall,Fall from train,"Imagen del Golfo, Zócalo",,Central America,3,17.87186061,-94.96387177
49257,Central America,28/01/2019,2019,Jan,1,,1,,,1,,Fall,Fall from train,"El Diario de Coahuila, Vanguardia",,South America,3,8.641338758,-77.33068918
49255,South America,28/01/2019,2019,Jan,19,5,24,8,,,10,Drowning,Presumed drowning,"El Espectador, El Colombiano",Central America to US,Central America,3,27.3454662,-99.50689122
49256,US-Mexico Border,28/01/2019,2019,Jan,3,,3,,,3,,Drowning,Presumed drowning,"Diario de Querétaro, Vox Pópuli",,Central America,3,25.2863125,-101.2815625
49252,US-Mexico Border,26/01/2019,2019,Jan,1,,1,,,1,,Drowning,Presumed drowning,"El Mañana, Vox Pópuli",Central America to US,Central America,3,26.14306468,-98.33016483
51562,US-Mexico Border,26/01/2019,2019,Jan,1,,1,,1,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.6912038,-110.4616239
52273,North Africa,25/01/2019,2019,Jan,2,,2,,2,,1,Dehydration,Dehydration,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Central America,1,26.21724215,-98.4553935
52274,Sub-Saharan Africa,25/01/2019,2019,Jan,1,,1,,,1,,Abuse,Excessive Physical Abuse,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Asia,4,36.00299613,36.36988441
49251,US-Mexico Border,25/01/2019,2019,Jan,1,,1,,,1,,Drowning,Presumed drowning,La Tarde,,Western Africa,2,21.535287,13.163018
51609,Middle East,25/01/2019,2019,Jan,1,,1,,1,,,Shot,Shot,Syrian Observatory for Human Rights,,Northern Africa,2,22.853045,23.011175
52272,Sub-Saharan Africa,25/01/2019,2019,Jan,1,,1,,,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,18.457046,1.408655
49246,Mediterranean,24/01/2019,2019,Jan,1,,1,2,,1,,Drowning,Drowning,"Alg24, El Faro de Ceuta, EFE",Western Mediterranean,Uncategorized,3,35.38452441,-1.278253991
49250,Central America,24/01/2019,2019,Jan,1,,1,,,1,,Fall,Fall from train,"Milenio, El Universal",Central America to US,Central America,3,31.6671011,-106.4267678
52266,North Africa,24/01/2019,2019,Jan,1,,1,,,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Central America,3,19.70560686,-99.17476426
52267,Sub-Saharan Africa,24/01/2019,2019,Jan,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,31.3654357,-110.1062364
52268,Sub-Saharan Africa,24/01/2019,2019,Jan,1,,1,,,1,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,26.465801,15.15121
52269,Sub-Saharan Africa,24/01/2019,2019,Jan,1,,1,,,1,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,27.007874,14.424636
52270,Sub-Saharan Africa,24/01/2019,2019,Jan,1,,1,,,1,,Medical,"Sickness and lack of access to medicines, Starvation",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.699137,-8.023181
52271,Sub-Saharan Africa,24/01/2019,2019,Jan,2,,2,,,2,2,Medical,"Sickness and lack of access to medicines, Starvation",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.482283,-1.505151
52265,North Africa,24/01/2019,2019,Jan,1,,1,,1,,,Medical,"Sickness and lack of access to medicines, Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,11.86921,3.38894
51561,US-Mexico Border,24/01/2019,2019,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Africa,2,16.795475,-3.005595
49249,US-Mexico Border,24/01/2019,2019,Jan,2,,2,,1,1,1,Vehicle,Vehicle Accident,"El Periódico, El Diario",,Western Africa,2,10.667984,-14.558985
49248,US-Mexico Border,23/01/2019,2019,Jan,1,,1,,,1,,Drowning,Presumed drowning,"Zócalo, La Rancherita del Aire",Central America to US,Northern America,3,28.74100421,-100.5075034
52262,North Africa,23/01/2019,2019,Jan,2,,2,,,2,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.569185,23.176929
52263,Sub-Saharan Africa,23/01/2019,2019,Jan,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,24.055009,23.028868
52264,Sub-Saharan Africa,23/01/2019,2019,Jan,1,,1,,,1,1,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,14.482871,-11.407682
52261,North Africa,23/01/2019,2019,Jan,2,,2,,,2,,Starvation,"Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,9.702537,-13.553884
52259,North Africa,22/01/2019,2019,Jan,2,,2,,,2,,Abuse,Excessive Physical Abuse,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Central America,3,27.49638644,-99.52252147
49244,US-Mexico Border,22/01/2019,2019,Jan,1,,1,,,1,,Drowning,Presumed drowning,"Vox Pópuli, Hoy Tamaulipas",Western Mediterranean,Uncategorized,1,36.33437821,0.715927412
49247,Mediterranean,22/01/2019,2019,Jan,1,,1,,1,,,Drowning,Presumed drowning,El Watan,Central America to US,Northern America,4,30.6990328,-104.3209605
51728,US-Mexico Border,22/01/2019,2019,Jan,1,,1,,,1,,Unknown,Unknown,Desaparecidos y sin reclamar en la frontera,,Western Africa,2,12.482283,-1.505151
52258,Sub-Saharan Africa,22/01/2019,2019,Jan,2,,2,,,2,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,22.115985,5.405024
52260,Sub-Saharan Africa,22/01/2019,2019,Jan,2,,2,,,2,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,10.495701,-5.645127
49245,Mediterranean,21/01/2019,2019,Jan,1,,1,2,,1,,Drowning,Drowning,"Réflexion, El Faro de Ceuta, EFE",Central Mediterranean,Uncategorized,4,32.63827265,14.27357912
49243,Central America,21/01/2019,2019,Jan,1,,1,,,1,,Fall,Fall from train,"Milenio, López Doriga",,Central America,3,17.93260066,-94.90573883
49253,Mediterranean,21/01/2019,2019,Jan,,1,1,106,,1,,Drowning,Presumed drowning,UNHCR,Western Mediterranean,Uncategorized,3,35.39864712,-1.389655988
52256,Sub-Saharan Africa,21/01/2019,2019,Jan,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central Mediterranean,Uncategorized,4,32.7476919,14.35533175
49242,Mediterranean,21/01/2019,2019,Jan,1,,1,106,,1,1,Unknown,Unknown,"MSF, IOM Libya",Central America to US,Northern America,5,32.057499,-111.6660725
52257,Sub-Saharan Africa,21/01/2019,2019,Jan,1,,1,,,,,Unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,32.057499,-111.6660725
51556,US-Mexico Border,21/01/2019,2019,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.057499,-111.6660725
51557,US-Mexico Border,21/01/2019,2019,Jan,1,,1,,1,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.057499,-111.6660725
51558,US-Mexico Border,21/01/2019,2019,Jan,1,,1,,1,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.057499,-111.6660725
51559,US-Mexico Border,21/01/2019,2019,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Africa,2,17.012219,7.981361
51560,US-Mexico Border,21/01/2019,2019,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Africa,2,16.230954,-0.019296
48354,Mediterranean,20/01/2019,2019,Jan,2,,2,141,,,,Drowning,Presumed drowning,IOM Libya,Central Mediterranean,Uncategorized,4,32.9802381,13.17928382
52255,Sub-Saharan Africa,20/01/2019,2019,Jan,2,,2,,,2,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,16.97733,7.973378
52250,Sub-Saharan Africa,20/01/2019,2019,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,16.95878,7.961962
52251,Sub-Saharan Africa,20/01/2019,2019,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,27.051908,14.444401
52252,North Africa,20/01/2019,2019,Jan,2,,2,,1,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,32.772563,12.408455
52253,North Africa,20/01/2019,2019,Jan,1,,1,,1,,,Medical,"Sickness and lack of access to medicines, Starvation, Dehydration",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,25.79453,13.195473
52254,North Africa,20/01/2019,2019,Jan,2,,2,,1,1,1,Medical,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,12.699137,-8.023181
52248,North Africa,19/01/2019,2019,Jan,22,,22,,2,2,2,Dehydration,"Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,32.057499,-111.6660725
52249,North Africa,19/01/2019,2019,Jan,9,,9,,,9,,Abuse,Excessive Physical Abuse,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,16.986851,7.997846
52247,Sub-Saharan Africa,19/01/2019,2019,Jan,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,22.115985,5.405024
51555,US-Mexico Border,19/01/2019,2019,Jan,1,,1,,,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Northern Africa,2,33.317735,6.854323
48350,Mediterranean,18/01/2019,2019,Jan,,117,117,3,10,,2,Drowning,Presumed drowning,IOM Italy,Central Mediterranean,Uncategorized,4,34.1774884,14.10790222
48353,Mediterranean,18/01/2019,2019,Jan,1,,1,53,,1,,Drowning,Presumed drowning,"Alarm Phone, IOM Greece",Eastern Mediterranean,Uncategorized,4,37.28328332,27.10401204
52245,North Africa,18/01/2019,2019,Jan,1,,1,,1,,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,24.932986,14.609129
52246,Sub-Saharan Africa,18/01/2019,2019,Jan,13,,13,,1,1,,Vehicle,"Vehicle Accident, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,16.795475,-3.005595
51554,US-Mexico Border,17/01/2019,2019,Jan,1,,1,,,1,,Dehydration,Dehydration,Pima County Office of the Medical Examiner,Western Mediterranean,Uncategorized,4,35.68370904,-3.185250605
48349,Mediterranean,17/01/2019,2019,Jan,,53,53,1,,,,Drowning,Presumed drowning,"Caminando Fronteras, Alarm Phone",Central America to US,Northern America,5,32.4812007,-111.6678407
52243,North Africa,17/01/2019,2019,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,31.7468921,-111.9457386
52244,Sub-Saharan Africa,17/01/2019,2019,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,20.357876,25.085386
51553,US-Mexico Border,17/01/2019,2019,Jan,1,,1,,,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Africa,2,17.012219,7.981361
48352,US-Mexico Border,16/01/2019,2019,Jan,1,,1,,,1,,Drowning,Drowning,"Zócalo, Vanguardia",Central America to US,Central America,1,26.25810988,-98.59673387
52242,Sub-Saharan Africa,16/01/2019,2019,Jan,1,,1,,1,,,Abuse,Excessive Physical Abuse,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Central America,3,29.0639375,-100.6635625
48351,US-Mexico Border,16/01/2019,2019,Jan,,1,1,,,1,,Drowning,Presumed drowning,El Mañana,,Western Africa,2,22.422016,12.641009
52241,Sub-Saharan Africa,16/01/2019,2019,Jan,1,,1,,,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,13.561406,2.160966
48346,Mediterranean,15/01/2019,2019,Jan,1,,1,,,1,,Vehicle,Hit by truck,"El Faro de Melilla, COPE",Western Mediterranean,Uncategorized,3,35.28959429,-2.933496506
48347,Central America,15/01/2019,2019,Jan,1,,1,,,1,,Violence,Murdered,"Al Calor Político, Noreste",,Central America,3,19.1780491,-96.1288426
48348,US-Mexico Border,15/01/2019,2019,Jan,,2,2,,,,,Drowning,Presumed drowning,Debate,Central America to US,Central America,1,27.47839234,-99.47927695
51523,Middle East,15/01/2019,2019,Jan,3,,3,,,3,,Drowning,Presumed drowning,"CNN Türk, Hurriyet",,Western Asia,3,40.94216795,26.35266597
52239,North Africa,15/01/2019,2019,Jan,16,,16,,1,1,,Starvation,"Starvation, Excessive Physical Abuse",Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Northern America,5,32.057499,-111.6660725
51552,US-Mexico Border,15/01/2019,2019,Jan,1,,1,,,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Northern Africa,2,22.115985,5.405024
52240,North Africa,15/01/2019,2019,Jan,7,,7,,1,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,20.050684,5.543735
48345,US-Mexico Border,14/01/2019,2019,Jan,1,,1,,,1,,Violence,Murdered,"La Neta Noticias, Zócalo",Central Mediterranean,Uncategorized,4,31.21075549,16.58835063
48343,Mediterranean,14/01/2019,2019,Jan,10,,10,,,,,Drowning,Presumed drowning,"IOM Libya, Libyan Red Crescent",Eastern Mediterranean,Uncategorized,5,37.8573596,27.16793635
48344,Mediterranean,14/01/2019,2019,Jan,1,,1,40,1,,1,Unknown,Unknown,Turkish Coast Guard,Central America to US,Central America,3,28.73072771,-100.5634452
52237,North Africa,14/01/2019,2019,Jan,1,,1,,,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,21.493465,23.815375
52238,Sub-Saharan Africa,14/01/2019,2019,Jan,1,,1,,,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,21.681858,11.593132
52236,North Africa,13/01/2019,2019,Jan,3,,3,,3,,1,Dehydration,Dehydration,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Central America,3,25.4383234,-100.973678
48311,Central America,13/01/2019,2019,Jan,1,,1,,,1,,Train,Hit by train,"Debate, La Tribuna",Central Mediterranean,Uncategorized,3,31.22002074,16.56775126
48312,Mediterranean,13/01/2019,2019,Jan,5,,5,,,,,Drowning,Presumed drowning,"IOM Libya, Xinhua",,Northern Africa,2,22.952903,23.248192
52235,North Africa,12/01/2019,2019,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Central America,3,18.32990168,-95.81296429
52234,North Africa,12/01/2019,2019,Jan,2,,2,,2,,,Medical,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,22.447348,11.400239
48310,Central America,12/01/2019,2019,Jan,1,,1,100,,1,,Vehicle,Vehicle Accident,"La Imagen del Golfo, E-Consulta Veracruz",,Northern Africa,2,25.52952,13.326404
52233,Sub-Saharan Africa,12/01/2019,2019,Jan,1,,1,,,1,1,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,24.904515,14.631187
48309,Europe,11/01/2019,2019,Jan,1,,1,,,1,,Vehicle,Hit by vehicle,"Tendance Ouest, Ouest France",Western Mediterranean,Uncategorized,4,35.26160684,-2.901902412
48308,Mediterranean,11/01/2019,2019,Jan,1,,1,6,1,,,Drowning,Presumed drowning,"Association Marocaine des Droits Humains - Section Nador, Ariffino",,Western Europe,3,49.23256756,-0.290652339
52232,Sub-Saharan Africa,11/01/2019,2019,Jan,1,,1,,,1,,Vehicle,Vehicle Accident,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,22.330943,13.22985
52230,North Africa,10/01/2019,2019,Jan,1,,1,,,1,,Shot,Shot or stabbed,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Western Africa,2,22.948338,13.463324
52231,North Africa,10/01/2019,2019,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,25.638867,21.072612
